s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,attack
0.077,9066.35,12.905,0.086,392.725,0.295,38.89,0
0.075,9066.67,15.476,0.08,392.775,0.421,38.887,0
0.163,9066.69,15.627,0.072,392.85,0.533,38.885,0
0.101,9067.17,13.623,0.093,392.925,0.519,38.871,0
0.047,9067.44,14.539,0.09,392.925,0.519,38.869,0
0.036,9067.44,14.54,0.1,392.95,0.484,38.875,0
0.069,9067.46,14.499,0.128,392.9,0.365,38.869,0
-0.001,9067.62,15.531,0.146,392.95,0.263,38.86,0
-0.085,9068.03,16.065,0.151,393.025,0.317,38.859,0
0.003,9070.05,30.862,0.185,393.1,0.128,38.843,0
0.024,9071.83,30.051,0.188,393.2,0.07,38.846,0
0.02,9071.95,29.053,0.19,393.275,0.289,38.839,0
-0.06,9074.39,41.588,0.153,393.375,0.135,38.822,0
-0.089,9074.9,42.504,0.159,393.375,0.135,38.814,0
-0.074,9075.13,43.093,0.151,393.375,0.135,38.816,0
0.02,9075.7,43.536,0.15,393.35,0.145,38.807,0
-0.025,9076.27,47.349,0.157,393.375,0.056,38.801,0
-0.108,9077.67,47.948,0.144,393.45,-0.063,38.798,0
-0.078,9078.2,41.093,0.139,393.5,-0.139,38.795,0
-0.026,9078.52,41.263,0.149,393.525,-0.131,38.791,0
0.099,9079.43,44.33,0.136,393.5,-0.075,38.78,0
0.023,9083.82,60.018,0.139,393.75,0.386,38.748,0
0.138,9085.29,77.777,0.1,393.875,0.25,38.742,0
0.157,9090.27,123.828,0.137,394.175,0.339,38.695,0
0.205,9094.55,168.783,0.139,394.275,0.214,38.671,0
0.116,9098.0,187.843,0.143,394.4,0.252,38.65,0
0.198,9099.1,193.507,0.151,394.4,0.252,38.646,0
0.134,9100.37,215.84,0.16,394.5,0.544,38.638,0
0.053,9101.46,232.128,0.16,394.6,0.491,38.631,0
0.053,9103.74,257.691,0.158,394.675,0.342,38.612,0
-0.258,9062.67,33.213,0.087,391.375,0.578,39.043,0
-0.248,9063.24,35.442,0.064,391.25,-0.021,39.042,0
-0.224,9063.77,36.254,0.058,391.25,0.053,39.046,0
-0.094,9063.93,36.832,0.06,391.2,0.143,39.049,0
0.01,9064.63,27.096,0.062,391.2,0.143,39.046,0
-0.061,9064.65,27.016,0.062,391.175,0.207,39.048,0
-0.029,9064.3,28.078,0.059,391.3,0.063,39.044,0
-0.024,9064.2,27.109,0.058,391.3,0.063,39.038,0
0.27,9065.27,21.502,0.057,391.55,-0.275,39.037,0
0.358,9065.55,21.547,0.058,391.525,-0.294,39.036,0
0.384,9065.42,22.776,0.058,391.6,-0.353,39.036,0
0.442,9065.35,19.173,0.06,391.675,-0.504,39.037,0
0.391,9065.36,19.263,0.062,391.7,-0.581,39.033,0
0.401,9065.36,19.224,0.059,391.675,-0.608,39.029,0
0.281,9065.23,24.679,0.058,391.625,-0.454,39.002,0
0.301,9065.13,24.916,0.057,391.9,-0.335,38.983,0
0.317,9065.55,22.203,0.057,391.925,-0.175,38.982,0
0.31,9065.75,23.976,0.056,392.0,0.0,38.971,0
0.239,9065.84,23.429,0.055,392.025,-0.038,38.969,0
0.351,9065.62,25.164,0.058,392.15,0.084,38.962,0
0.343,9065.78,26.098,0.064,392.175,0.182,38.955,0
0.22,9066.12,26.399,0.06,392.275,0.196,38.939,0
0.292,9066.21,26.177,0.06,392.35,0.165,38.935,0
0.347,9066.54,25.073,0.083,392.5,0.088,38.92,0
0.382,9067.71,20.454,0.106,392.65,-0.165,38.88,0
0.27,9068.04,16.743,0.112,392.8,-0.281,38.874,0
0.315,9068.22,19.251,0.114,392.825,-0.356,38.865,0
0.266,9068.77,20.381,0.124,392.975,-0.172,38.853,0
0.086,9069.26,27.591,0.142,393.05,-0.094,38.85,0
0.048,9069.95,22.52,0.172,393.175,0.462,38.837,0
0.085,9070.34,25.795,0.17,393.225,0.744,38.835,0
-0.101,9071.62,29.696,0.185,393.35,0.53,38.802,0
-0.107,9071.76,29.104,0.184,393.375,0.522,38.795,0
-0.141,9072.04,29.325,0.175,393.375,0.522,38.795,0
-0.095,9072.39,31.168,0.197,393.475,0.626,38.79,0
-0.167,9072.67,33.712,0.223,393.55,0.565,38.785,0
0.059,9073.84,38.718,0.242,393.75,0.391,38.749,0
0.002,9075.63,38.571,0.241,394.025,0.202,38.723,0
0.004,9077.59,41.732,0.31,394.35,0.395,38.683,0
0.21,9060.8,25.395,0.123,392.7,0.214,38.912,0
0.177,9060.66,23.491,0.104,392.65,0.2,38.913,0
0.199,9060.35,26.252,0.107,392.65,0.123,38.912,0
0.273,9060.41,24.817,0.104,392.65,0.123,38.906,0
0.44,9060.46,24.018,0.094,392.625,0.19,38.886,0
0.47,9060.11,20.763,0.099,392.725,0.076,38.871,0
0.495,9060.2,19.671,0.105,392.7,0.137,38.871,0
0.487,9060.28,20.616,0.105,392.75,0.116,38.872,0
0.392,9060.29,20.701,0.104,392.7,0.212,38.871,0
0.389,9060.18,20.047,0.104,392.7,0.212,38.86,0
0.428,9060.3,19.505,0.104,392.725,0.15,38.854,0
0.292,9059.42,16.828,0.106,392.825,-0.039,38.837,0
0.196,9059.47,16.918,0.103,392.85,-0.1,38.834,0
0.183,9059.74,18.28,0.093,392.825,-0.298,38.831,0
0.032,9059.9,17.559,0.103,392.85,-0.141,38.822,0
0.064,9059.79,18.139,0.106,392.925,-0.036,38.816,0
0.147,9060.02,16.881,0.105,392.925,-0.036,38.818,0
0.136,9060.03,17.788,0.101,392.975,0.05,38.819,0
0.046,9059.8,19.346,0.101,393.05,-0.1,38.811,0
-0.015,9059.78,19.561,0.1,393.125,-0.062,38.799,0
-0.167,9059.89,19.004,0.111,393.125,-0.062,38.806,0
-0.193,9059.8,18.73,0.113,393.075,0.036,38.802,0
-0.049,9059.64,17.608,0.096,393.15,0.129,38.783,0
-0.061,9059.14,16.588,0.126,393.4,0.13,38.785,0
-0.017,9059.14,16.223,0.12,393.375,0.198,38.783,0
-0.14,9058.88,14.408,0.114,393.5,-0.075,38.771,0
-0.062,9058.39,19.167,0.113,393.675,-0.257,38.758,0
-0.222,9057.99,20.71,0.121,393.85,-0.428,38.746,0
-0.305,9057.97,19.639,0.132,393.825,-0.421,38.739,0
-0.196,9057.9,19.78,0.139,393.9,-0.515,38.732,0
-0.084,9057.03,23.47,0.148,394.25,-0.295,38.703,0
-0.176,9056.67,25.409,0.128,394.325,-0.113,38.695,0
-0.318,9056.44,26.21,0.141,394.45,0.232,38.685,0
-0.394,9056.18,27.582,0.146,394.45,0.232,38.683,0
-0.348,9055.69,29.459,0.225,394.65,0.391,38.656,0
-0.268,9055.36,29.445,0.243,394.85,0.393,38.647,0
-0.293,9055.02,28.948,0.299,395.0,0.429,38.635,0
0.452,9062.27,17.153,0.059,391.5,-0.128,39.065,0
0.317,9061.92,19.271,0.089,391.425,-0.239,39.053,0
0.313,9061.56,18.083,0.097,391.4,-0.159,39.052,0
0.286,9061.76,16.781,0.098,391.375,-0.079,39.05,0
0.333,9061.68,17.006,0.098,391.4,-0.159,39.058,0
0.41,9061.63,17.293,0.096,391.425,-0.239,39.061,0
0.441,9061.91,17.764,0.088,391.425,-0.239,39.06,0
0.454,9062.33,17.059,0.097,391.3,-0.193,39.052,0
0.428,9062.07,14.422,0.095,391.325,0.556,39.048,0
0.438,9061.86,12.577,0.097,391.35,0.473,39.05,0
0.528,9062.01,13.615,0.098,391.475,0.265,39.043,0
0.414,9062.12,16.617,0.111,391.475,0.336,39.037,0
0.393,9062.28,20.03,0.118,391.6,0.288,39.037,0
0.293,9062.27,20.712,0.146,391.6,0.288,39.025,0
0.252,9062.46,18.508,0.123,391.65,0.2,39.016,0
0.077,9062.67,17.842,0.133,391.725,0.085,38.998,0
-0.059,9061.84,20.492,0.132,391.825,-0.123,38.981,0
-0.087,9061.76,20.225,0.133,391.825,-0.123,38.985,0
-0.056,9061.4,18.419,0.124,391.95,-0.164,38.978,0
0.062,9061.26,16.619,0.125,392.0,-0.256,38.98,0
0.085,9061.06,13.011,0.103,392.025,-0.049,38.968,0
0.169,9061.27,12.065,0.104,392.125,0.127,38.959,0
0.142,9060.79,15.549,0.104,392.05,0.286,38.957,0
0.175,9060.42,17.852,0.102,392.225,-0.013,38.93,0
0.156,9060.28,17.622,0.101,392.225,-0.013,38.937,0
0.167,9060.2,17.456,0.103,392.2,0.054,38.933,0
0.12,9060.21,17.157,0.109,392.325,-0.014,38.92,0
0.122,9060.24,17.012,0.113,392.35,-0.011,38.918,0
0.193,9060.07,17.81,0.127,392.575,-0.128,38.891,0
0.157,9060.11,18.821,0.154,392.65,-0.123,38.879,0
0.285,9060.18,17.739,0.161,392.725,-0.18,38.876,0
-0.057,9059.49,16.865,0.18,392.95,0.401,38.858,0
-0.071,9059.66,15.971,0.179,393.0,0.3,38.857,0
0.013,9059.77,14.544,0.174,393.05,0.201,38.852,0
-0.001,9059.36,12.141,0.178,393.05,0.201,38.845,0
-0.028,9059.05,14.048,0.185,393.225,0.457,38.839,0
0.047,9058.7,15.264,0.138,393.3,0.403,38.831,0
0.094,9058.29,17.419,0.142,393.425,0.484,38.818,0
0.099,9058.51,17.646,0.134,393.425,0.484,38.805,0
0.185,9057.73,19.171,0.156,393.65,0.243,38.77,0
0.204,9057.58,18.43,0.191,393.725,0.085,38.757,0
0.155,9057.3,22.332,0.21,393.75,0.157,38.747,0
0.147,9056.93,21.618,0.204,393.875,0.252,38.73,0
0.173,9056.87,21.762,0.219,393.9,0.201,38.72,0
0.136,9055.9,19.013,0.274,394.1,0.263,38.69,0
0.136,9055.77,20.003,0.272,394.2,0.317,38.682,0
0.11,9055.05,20.211,0.303,394.275,0.409,38.665,0
0.118,9056.22,16.315,0.101,391.525,-0.463,39.005,0
0.118,9056.19,16.136,0.105,391.5,-0.487,39.006,0
0.022,9056.28,16.327,0.106,391.5,-0.487,39.004,0
0.0,9056.39,14.119,0.093,391.475,-0.474,39.004,0
-0.025,9056.05,10.996,0.094,391.55,-0.346,39.007,0
-0.012,9056.03,11.059,0.092,391.625,-0.287,39.012,0
-0.095,9055.92,12.006,0.092,391.675,-0.191,39.011,0
-0.115,9055.99,15.629,0.096,391.7,-0.211,39.016,0
-0.131,9055.74,15.47,0.077,391.825,-0.084,39.014,0
-0.021,9056.15,15.081,0.065,391.85,-0.143,39.018,0
0.062,9056.36,17.051,0.066,391.85,-0.075,39.023,0
0.106,9056.37,18.497,0.064,391.825,-0.015,39.026,0
0.22,9056.51,20.634,0.077,391.75,0.012,39.031,0
0.269,9056.62,20.643,0.069,391.75,0.012,39.032,0
0.336,9056.63,20.637,0.069,391.775,0.032,39.031,0
0.431,9056.44,21.683,0.092,391.95,0.177,39.013,0
0.249,9056.69,21.721,0.092,391.925,0.145,39.015,0
0.342,9057.01,19.8,0.094,391.95,0.097,39.019,0
0.531,9056.55,17.921,0.088,391.875,0.244,39.008,0
0.447,9056.89,19.347,0.103,391.775,0.449,38.997,0
0.419,9057.05,19.106,0.102,391.825,0.346,38.998,0
0.458,9056.78,16.955,0.099,391.75,0.402,38.99,0
0.444,9056.7,15.287,0.091,391.8,0.301,38.984,0
0.433,9056.76,15.636,0.088,391.8,0.301,38.981,0
0.356,9056.76,15.641,0.073,391.875,0.244,38.975,0
0.322,9057.12,10.909,0.073,391.85,0.4,38.978,0
0.373,9057.08,11.024,0.073,391.925,0.246,38.974,0
0.292,9056.92,12.338,0.064,391.85,-0.1,38.967,0
0.086,9056.48,13.059,0.067,391.95,-0.04,38.98,0
0.107,9056.49,13.142,0.067,391.875,-0.067,38.977,0
0.268,9056.41,12.508,0.057,391.825,0.0,38.962,0
0.359,9056.83,12.217,0.056,391.9,-0.017,38.963,0
0.314,9056.7,12.244,0.055,391.95,0.1,38.96,0
0.242,9056.8,12.221,0.059,391.975,0.05,38.958,0
0.204,9056.79,12.313,0.06,392.05,0.05,38.955,0
0.229,9056.7,10.941,0.057,392.125,-0.092,38.955,0
0.395,9056.39,11.104,0.062,392.125,-0.092,38.955,0
0.375,9056.45,11.074,0.061,392.175,-0.192,38.952,0
0.28,9056.3,11.373,0.108,392.375,0.356,38.933,0
0.211,9056.44,11.882,0.12,392.35,0.429,38.935,0
0.051,9057.07,13.82,0.118,392.475,0.265,38.93,0
0.118,9056.96,16.027,0.119,392.475,0.18,38.928,0
0.224,9056.62,18.177,0.116,392.675,0.214,38.92,0
0.195,9056.52,18.515,0.119,392.75,0.057,38.912,0
0.176,9056.52,17.935,0.122,392.825,-0.098,38.9,0
0.329,9056.99,20.01,0.134,392.875,-0.024,38.885,0
0.26,9056.96,19.826,0.134,392.875,-0.024,38.885,0
0.288,9056.94,19.878,0.142,392.925,0.03,38.878,0
0.221,9057.05,22.799,0.109,393.35,0.351,38.84,0
0.21,9056.79,24.377,0.144,393.425,0.245,38.829,0
0.209,9056.4,25.579,0.142,393.475,0.207,38.825,0
0.083,9056.32,21.803,0.147,393.6,0.017,38.801,0
-0.04,9055.94,19.287,0.17,393.625,-0.004,38.739,0
-0.064,9055.83,20.693,0.169,393.7,0.214,38.731,0
-0.198,9055.21,22.789,0.191,393.9,0.353,38.709,0
-0.242,9054.78,22.385,0.208,393.925,0.308,38.705,0
-0.403,9054.53,21.847,0.21,394.0,0.279,38.701,0
-0.43,9052.66,29.926,0.25,394.25,0.188,38.651,0
-0.298,9052.24,28.266,0.253,394.3,0.134,38.648,0
-0.5,9051.63,23.978,0.232,394.45,0.121,38.631,0
-0.5,9050.94,24.163,0.219,394.75,0.034,38.605,0
0.257,9050.61,13.624,0.071,393.25,-0.363,38.793,0
0.168,9050.72,13.595,0.073,393.225,-0.306,38.795,0
0.101,9050.33,13.658,0.08,393.15,-0.148,38.799,0
0.082,9050.24,13.802,0.077,393.175,-0.204,38.796,0
0.082,9050.34,14.345,0.078,393.125,-0.251,38.801,0
0.005,9050.08,15.824,0.078,393.15,-0.176,38.805,0
0.096,9049.85,16.059,0.081,393.1,-0.069,38.798,0
0.015,9049.76,15.747,0.075,393.125,-0.114,38.799,0
-0.006,9049.82,16.009,0.082,393.175,-0.214,38.799,0
0.01,9050.02,17.069,0.078,393.2,-0.289,38.801,0
-0.051,9049.87,16.76,0.07,393.175,-0.24,38.805,0
-0.104,9050.1,17.733,0.071,393.175,-0.24,38.809,0
-0.151,9049.91,16.693,0.071,393.25,-0.263,38.807,0
-0.196,9050.81,17.946,0.066,393.325,-0.246,38.805,0
-0.267,9050.75,17.552,0.065,393.425,-0.26,38.804,0
-0.248,9050.98,16.835,0.067,393.425,-0.26,38.806,0
-0.213,9051.63,16.316,0.06,393.5,-0.365,38.794,0
-0.293,9051.54,16.394,0.066,393.45,-0.324,38.793,0
-0.28,9051.48,16.192,0.062,393.45,-0.324,38.796,0
-0.206,9051.78,15.38,0.064,393.4,-0.232,38.792,0
-0.232,9051.83,15.084,0.065,393.375,-0.169,38.794,0
-0.11,9052.67,16.792,0.067,393.375,-0.036,38.794,0
-0.188,9052.94,16.009,0.071,393.35,-0.021,38.795,0
-0.274,9053.19,16.125,0.062,393.35,-0.021,38.794,0
-0.394,9053.26,16.185,0.056,393.35,-0.021,38.773,0
-0.369,9053.44,16.175,0.057,393.375,-0.087,38.771,0
-0.458,9053.74,15.239,0.057,393.425,-0.171,38.773,0
-0.362,9054.58,18.498,0.05,393.4,-0.104,38.766,0
-0.254,9055.03,17.672,0.054,393.45,0.045,38.757,0
-0.172,9055.01,17.466,0.054,393.45,0.045,38.749,0
-0.183,9055.07,16.84,0.054,393.475,-0.03,38.745,0
-0.274,9055.7,15.74,0.046,393.45,0.03,38.738,0
-0.241,9055.88,17.334,0.045,393.475,0.39,38.739,0
-0.274,9056.17,17.951,0.043,393.575,0.227,38.737,0
-0.388,9056.74,18.719,0.051,393.5,0.383,38.722,0
-0.351,9057.06,19.549,0.055,393.575,0.468,38.72,0
-0.166,9059.1,22.252,0.046,393.875,0.731,38.7,0
-0.195,9059.68,24.147,0.046,393.875,0.696,38.7,0
-0.127,9059.86,24.8,0.041,393.975,0.553,38.692,0
-0.063,9059.94,25.745,0.039,394.0,0.487,38.69,0
-0.121,9059.99,25.671,0.041,394.05,0.389,38.691,0
0.031,9061.02,28.849,0.057,394.15,0.368,38.678,0
0.034,9061.77,28.325,0.058,394.225,0.214,38.67,0
-0.069,9062.57,27.404,0.083,394.275,0.084,38.658,0
-0.016,9062.99,24.616,0.084,394.375,-0.087,38.652,0
0.044,9063.25,25.051,0.083,394.425,-0.128,38.643,0
0.044,9063.65,26.807,0.11,394.45,-0.114,38.637,0
0.066,9065.03,25.741,0.128,394.6,-0.083,38.621,0
0.112,9065.41,24.102,0.136,394.6,-0.083,38.623,0
0.346,9067.17,27.37,0.142,394.75,-0.281,38.619,0
0.347,9067.36,26.095,0.148,394.8,-0.331,38.62,0
0.304,9067.67,27.966,0.149,394.85,-0.369,38.613,0
0.278,9073.65,53.639,0.134,395.325,0.257,38.569,0
0.171,9076.05,65.526,0.104,395.45,0.062,38.555,0
0.184,9076.48,67.593,0.105,395.5,0.0,38.552,0
0.152,9061.12,21.092,0.145,391.45,-0.045,39.023,0
0.278,9061.02,21.456,0.131,391.475,-0.118,39.02,0
0.353,9060.96,20.781,0.133,391.5,-0.191,39.021,0
0.393,9061.2,20.648,0.117,391.5,-0.191,39.021,0
0.313,9061.05,14.197,0.147,391.5,-0.191,39.028,0
0.287,9061.17,16.075,0.129,391.55,-0.154,39.047,0
0.43,9061.28,15.592,0.098,391.525,-0.207,39.046,0
0.526,9062.07,19.451,0.121,391.65,-0.351,39.045,0
0.506,9062.26,20.259,0.124,391.7,0.008,39.043,0
0.499,9062.49,20.355,0.123,391.725,-0.063,39.041,0
0.457,9062.54,20.215,0.122,391.7,0.008,39.041,0
0.514,9062.27,18.979,0.124,391.65,0.086,39.039,0
0.342,9062.69,20.055,0.125,391.55,0.228,39.037,0
0.281,9062.19,23.789,0.125,391.55,-0.141,39.037,0
0.281,9062.22,23.621,0.118,391.575,-0.128,39.039,0
0.367,9061.96,25.375,0.12,391.625,-0.273,39.039,0
0.463,9061.93,25.306,0.126,391.65,-0.261,39.034,0
0.396,9061.97,25.019,0.113,391.65,-0.261,39.019,0
0.32,9062.31,26.202,0.113,391.65,-0.261,39.017,0
0.221,9062.19,26.952,0.12,391.65,-0.261,39.015,0
0.152,9062.06,25.094,0.15,391.675,-0.337,38.991,0
0.109,9061.67,30.632,0.146,391.625,-0.268,38.989,0
0.098,9061.85,27.775,0.149,391.65,-0.267,38.996,0
-0.053,9061.22,22.219,0.128,391.675,-0.483,38.982,0
-0.117,9061.14,22.406,0.134,391.75,-0.621,38.972,0
-0.148,9061.29,23.594,0.153,391.8,-0.708,38.967,0
-0.105,9061.32,19.749,0.142,392.0,-0.81,38.95,0
-0.061,9061.47,24.011,0.118,392.0,-0.81,38.938,0
-0.171,9061.67,22.289,0.117,392.125,-0.471,38.932,0
-0.354,9061.69,22.903,0.127,392.075,-0.368,38.935,0
-0.371,9061.43,27.851,0.14,392.15,-0.471,38.935,0
-0.456,9061.22,25.817,0.146,392.175,-0.519,38.933,0
-0.456,9061.42,25.613,0.131,392.225,-0.461,38.934,0
-0.538,9061.51,25.231,0.108,392.2,-0.407,38.933,0
-0.525,9061.52,25.254,0.11,392.2,-0.407,38.934,0
-0.451,9061.63,25.441,0.11,392.25,-0.515,38.931,0
-0.4,9061.56,25.596,0.108,392.3,-0.456,38.924,0
-0.382,9061.8,20.332,0.123,392.45,-0.376,38.902,0
-0.329,9061.76,20.755,0.119,392.575,-0.048,38.899,0
-0.423,9061.68,21.269,0.115,392.625,-0.118,38.898,0
-0.376,9061.34,20.786,0.135,392.75,-0.108,38.885,0
-0.539,9061.43,21.172,0.121,392.775,-0.172,38.872,0
-0.771,9061.04,19.413,0.13,392.825,-0.301,38.868,0
-0.753,9060.5,20.405,0.179,393.225,-0.342,38.838,0
-0.538,9060.21,18.919,0.195,393.3,0.112,38.812,0
-0.49,9059.19,17.472,0.157,393.575,0.02,38.768,0
-0.27,9058.36,20.007,0.243,394.05,0.5,38.688,0
-0.19,9057.94,16.344,0.272,394.225,0.371,38.67,0
-0.095,9057.48,16.155,0.301,394.375,0.287,38.649,0
0.079,9058.26,21.501,0.081,392.6,-0.272,38.873,0
0.163,9058.6,18.873,0.072,392.6,-0.448,38.881,0
0.148,9058.74,20.334,0.071,392.525,-0.336,38.882,0
0.066,9058.95,22.718,0.074,392.6,-0.035,38.889,0
0.042,9058.88,22.438,0.065,392.6,-0.035,38.888,0
0.129,9058.75,23.044,0.064,392.6,-0.035,38.888,0
0.21,9059.48,23.426,0.057,392.75,0.048,38.884,0
0.323,9059.54,21.25,0.05,392.7,-0.05,38.887,0
0.298,9059.78,20.186,0.053,392.75,-0.111,38.88,0
0.417,9059.57,18.408,0.05,392.8,-0.264,38.874,0
0.352,9060.75,18.961,0.05,392.8,-0.264,38.861,0
0.313,9061.0,21.262,0.05,392.85,-0.33,38.86,0
0.279,9061.04,21.474,0.049,392.85,-0.33,38.86,0
0.457,9061.44,21.481,0.058,392.85,-0.254,38.842,0
0.383,9061.81,23.381,0.061,392.8,-0.281,38.834,0
0.473,9061.92,22.787,0.067,392.825,-0.356,38.833,0
0.361,9062.0,19.477,0.074,392.975,-0.612,38.826,0
0.207,9063.97,21.074,0.083,393.05,-0.309,38.82,0
0.03,9064.79,22.202,0.106,393.075,-0.143,38.814,0
0.013,9065.37,20.515,0.102,393.025,-0.048,38.811,0
-0.156,9066.54,18.998,0.107,393.0,0.0,38.819,0
-0.322,9067.47,26.023,0.104,393.05,-0.096,38.811,0
-0.364,9069.1,28.67,0.098,393.2,-0.198,38.813,0
-0.328,9069.35,30.993,0.098,393.25,0.033,38.813,0
-0.433,9069.45,30.943,0.098,393.25,0.033,38.816,0
-0.433,9069.85,30.566,0.1,393.3,0.059,38.818,0
-0.401,9070.8,30.654,0.091,393.25,0.134,38.815,0
-0.332,9072.06,35.558,0.082,393.2,0.214,38.816,0
-0.209,9072.78,39.809,0.094,393.275,0.196,38.816,0
-0.301,9073.14,38.643,0.098,393.3,0.124,38.82,0
-0.346,9074.41,36.6,0.09,393.375,0.425,38.808,0
-0.453,9077.46,35.026,0.09,393.4,0.083,38.799,0
-0.551,9079.5,40.341,0.089,393.55,-0.07,38.796,0
-0.536,9080.83,46.026,0.084,393.65,-0.271,38.779,0
-0.505,9082.41,56.476,0.096,393.725,-0.354,38.779,0
-0.549,9087.04,90.131,0.112,393.75,-0.182,38.75,0
-0.366,9088.5,92.882,0.114,393.75,-0.182,38.751,0
-0.342,9092.62,124.968,0.136,394.0,-0.287,38.74,0
-0.561,9096.17,147.917,0.133,394.0,-0.304,38.72,0
-0.461,9098.12,156.709,0.132,394.125,-0.326,38.706,0
-0.474,9103.9,184.2,0.111,394.275,-0.535,38.692,0
-0.462,9104.95,192.264,0.102,394.425,-0.139,38.69,0
-0.358,9112.64,271.224,0.122,394.825,-0.205,38.651,0
-0.308,9115.58,298.345,0.135,394.925,-0.322,38.635,0
-0.261,9118.77,345.367,0.154,395.0,-0.344,38.622,0
-0.293,9056.01,23.16,0.111,392.4,0.379,38.933,0
-0.287,9056.05,24.795,0.1,392.35,0.429,38.937,0
-0.153,9056.11,20.579,0.089,392.375,0.666,38.93,0
-0.125,9056.44,25.188,0.092,392.4,0.596,38.938,0
-0.046,9056.22,24.162,0.09,392.375,0.732,38.933,0
-0.061,9056.38,24.313,0.091,392.4,0.777,38.931,0
-0.029,9057.13,25.993,0.073,392.425,0.702,38.925,0
-0.041,9057.82,22.575,0.073,392.375,0.854,38.922,0
-0.065,9057.88,22.863,0.064,392.425,0.995,38.917,0
0.014,9057.69,23.378,0.069,392.45,0.938,38.916,0
-0.061,9057.77,23.962,0.063,392.45,0.938,38.914,0
0.069,9058.07,21.658,0.061,392.425,1.014,38.916,0
0.069,9058.36,19.148,0.061,392.425,1.014,38.916,0
-0.013,9058.76,21.757,0.067,392.375,1.159,38.914,0
-0.002,9059.23,26.046,0.068,392.4,1.265,38.914,0
0.04,9059.3,25.764,0.067,392.425,1.4,38.909,0
0.058,9059.53,25.91,0.066,392.45,1.315,38.91,0
-0.018,9059.7,27.076,0.069,392.45,1.108,38.887,0
-0.074,9059.66,28.293,0.073,392.475,0.977,38.883,0
-0.137,9059.65,26.132,0.073,392.425,1.115,38.872,0
0.008,9060.9,20.26,0.072,392.675,0.502,38.857,0
-0.148,9061.29,20.415,0.064,392.725,0.379,38.853,0
-0.185,9061.58,22.854,0.064,392.725,0.379,38.853,0
-0.319,9062.41,23.77,0.067,392.775,0.258,38.844,0
-0.233,9062.69,25.339,0.063,392.85,-0.033,38.839,0
-0.096,9063.23,22.899,0.078,392.975,-0.262,38.828,0
0.176,9065.26,20.6,0.098,393.175,-0.532,38.804,0
0.104,9065.62,19.196,0.096,393.175,-0.532,38.797,0
0.096,9066.23,20.747,0.087,393.175,-0.532,38.794,0
-0.021,9066.48,19.2,0.097,393.125,-0.438,38.79,0
-0.003,9066.59,19.348,0.097,393.15,-0.499,38.782,0
-0.054,9066.72,19.691,0.1,393.15,-0.499,38.773,0
0.089,9067.61,23.524,0.138,393.25,-0.493,38.765,0
0.236,9068.39,22.701,0.129,393.375,-0.374,38.753,0
0.145,9068.83,26.087,0.13,393.425,-0.359,38.747,0
0.179,9068.91,26.015,0.157,393.425,-0.359,38.745,0
0.208,9068.92,26.036,0.168,393.475,-0.45,38.743,0
0.208,9069.28,25.404,0.164,393.475,-0.45,38.738,0
0.207,9070.64,31.752,0.141,393.6,-0.075,38.707,0
-0.031,9073.77,30.001,0.15,393.9,-0.157,38.671,0
-0.127,9078.56,65.882,0.145,394.475,0.017,38.625,0
0.02,9083.7,93.173,0.147,395.05,-0.259,38.583,0
-0.368,9060.14,13.652,0.095,392.925,0.386,38.852,0
-0.073,9059.89,19.043,0.098,393.075,0.074,38.871,0
-0.048,9060.17,18.056,0.099,393.075,0.074,38.875,0
0.249,9060.88,17.703,0.093,393.15,-0.107,38.875,0
0.249,9060.73,17.547,0.098,393.125,-0.156,38.869,0
0.297,9060.49,17.164,0.087,393.125,-0.156,38.875,0
0.255,9060.72,16.05,0.089,393.275,-0.341,38.876,0
0.047,9060.76,16.724,0.103,393.3,-0.624,38.862,0
0.127,9060.42,18.577,0.089,393.4,-0.704,38.856,0
0.165,9060.2,19.948,0.089,393.425,-0.759,38.849,0
0.068,9060.38,19.491,0.11,393.425,-0.759,38.847,0
0.112,9060.8,17.313,0.103,393.275,-0.572,38.802,0
0.044,9060.69,17.398,0.097,393.375,-0.415,38.794,0
-0.192,9060.23,15.878,0.13,393.35,-0.187,38.795,0
-0.213,9060.3,15.549,0.146,393.35,-0.187,38.789,0
-0.086,9059.66,15.448,0.14,393.375,-0.181,38.775,0
-0.001,9059.61,16.31,0.137,393.425,-0.151,38.765,0
0.107,9059.55,15.536,0.15,393.575,0.235,38.755,0
0.142,9059.68,16.34,0.15,393.6,0.16,38.757,0
0.084,9059.74,15.491,0.149,393.575,0.235,38.752,0
0.19,9059.78,13.767,0.155,393.575,0.235,38.754,0
0.19,9059.78,13.72,0.168,393.725,0.379,38.752,0
0.122,9059.75,15.258,0.151,393.75,0.516,38.747,0
0.015,9059.56,15.428,0.16,393.875,0.424,38.737,0
0.021,9059.0,11.726,0.165,394.575,0.352,38.668,0
0.013,9059.19,12.569,0.183,394.675,0.296,38.659,0
-0.112,9058.88,15.786,0.196,394.975,0.167,38.634,0
-0.098,9058.81,15.838,0.198,394.975,0.167,38.626,0
-0.116,9058.35,17.583,0.216,395.175,-0.041,38.61,0
-0.382,9046.32,18.996,0.076,392.3,-0.252,38.921,0
-0.222,9045.52,25.1,0.078,392.45,-0.542,38.915,0
-0.174,9045.87,23.614,0.078,392.475,-0.078,38.909,0
